-1.9852,0.0095476,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0052078,0.95934
-1.9852,0.0034719,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0043398,0.95934
-1.9852,0.0052078,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0043398,0.95934
-1.9852,0.0043398,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0043398,0.95934
-1.9852,0.0052078,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0086797,0.95934
-1.9852,0.0060758,0.93594
-1.9852,0.011284,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0052078,0.95934
-1.9852,0.0043398,0.93594
-1.9852,0.0043398,0.95934
-1.9852,0.0060758,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0069437,0.95934
-1.9852,0.0043398,0.95934
-1.9852,0.0043398,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0078117,0.95934
-1.9852,0.0043398,0.95934
-1.9852,0.0095476,0.93594
-1.9852,0.011284,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0052078,0.95934
-1.9852,0.0052078,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.011284,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0034719,0.95934
-1.9852,0.0034719,0.95934
-1.9852,0.0069437,0.93594
-1.9852,0.010416,0.95934
-1.9852,0.0078117,0.95934
-1.9852,0.0034719,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0095476,0.91254
-1.9852,0.0069437,0.93594
-1.9852,0,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0069437,0.91254
-1.9852,0.0069437,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0017359,0.95934
-1.9852,0.0026039,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0043398,0.95934
-1.9852,0.0060758,0.93594
-1.9852,0.011284,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.011284,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0017359,0.95934
-1.9852,0.0069437,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0052078,0.95934
-1.9852,0.0078117,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0034719,0.95934
-1.9852,0.0069437,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0034719,0.95934
-1.9852,0.0043398,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0026039,0.95934
-1.9852,0.0078117,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0034719,0.95934
-1.9852,0.0043398,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0026039,0.95934
-1.9852,0.0034719,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0026039,0.95934
-1.9852,0.0043398,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0052078,0.95934
-1.9852,0.0078117,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0043398,0.95934
-1.9852,0.010416,0.91254
-1.9852,0.0086797,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0043398,0.95934
-1.9852,0.0060758,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0034719,0.95934
-1.9852,0.0086797,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.01302,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.00086797,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.013887,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.00086797,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.00086797,0.95934
-1.9852,0.0052078,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0034719,0.95934
-1.9852,0.0078117,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0034719,0.95934
-1.9852,0.0017359,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0026039,0.95934
-1.9852,0.0086797,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0060758,0.95934
-1.9852,0.0078117,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0060758,0.91254
-1.9852,0.00086797,0.93594
-1.9852,0.0060758,0.95934
-1.9852,0.0052078,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0078117,0.91254
-1.9852,0.0052078,0.93594
-1.9852,0.011284,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.011284,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0095476,0.91254
-1.9852,0.0069437,0.91254
-1.9852,0.0078117,0.93594
-1.9852,0.0034719,0.95934
-1.9852,0.0060758,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0043398,0.95934
-1.9852,0.0095476,0.91254
-1.9852,0.0078117,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.010416,0.91254
-1.9852,0.0078117,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0078117,0.91254
-1.9852,0.0034719,0.93594
-1.9852,0.0052078,0.91254
-1.9852,0.0086797,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.00086797,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.012152,0.91254
-1.9852,0.0043398,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0086797,0.91254
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.00086797,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0095476,0.91254
-1.9852,0.0069437,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0086797,0.91254
-1.9852,0.0078117,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0069437,0.95934
-1.9852,0.0043398,0.93594
-1.9852,0.0086797,0.91254
-1.9852,0.0043398,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0069437,0.91254
-1.9852,0.0060758,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0086797,0.91254
-1.9852,0.010416,0.93594
-1.9852,0,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0095476,0.91254
-1.9852,0.0026039,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0086797,0.91254
-1.9852,0.0043398,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.011284,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.011284,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0069437,0.91254
-1.9852,0.010416,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0078117,0.91254
-1.9852,0.0052078,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0060758,0.95934
-1.9852,0.0034719,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0095476,0.91254
-1.9852,0.0060758,0.93594
-1.9852,0.00086797,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0086797,0.91254
-1.9852,0.0060758,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.011284,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0034719,0.95934
-1.9852,0.0060758,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0086797,0.91254
-1.9852,0.0069437,0.91254
-1.9852,0.0034719,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0095476,0.91254
-1.9852,0.0069437,0.91254
-1.9852,0.0060758,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.012152,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0052078,0.93594
-1.9852,-0.00086797,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0069437,0.91254
-1.9852,0.0069437,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.010416,0.91254
-1.9852,0.0043398,0.95934
-1.9852,0.0026039,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.010416,0.91254
-1.9852,0.0052078,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0052078,0.95934
-1.9852,0.0043398,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.011284,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.00086797,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0052078,0.91254
-1.9852,0.0069437,0.91254
-1.9852,0.0069437,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0069437,0.91254
-1.9852,0.0069437,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0078117,0.91254
-1.9852,0.0078117,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.011284,0.91254
-1.9852,0.0017359,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0095476,0.91254
-1.9852,0.0043398,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0078117,0.91254
-1.9852,0.0026039,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0086797,0.91254
-1.9852,0.0069437,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0026039,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0095476,0.91254
-1.9852,0.0069437,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0034719,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0078117,0.93594
-1.9852,0.0034719,0.91254
-1.9852,0.0017359,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0043398,0.93594
-1.9852,0.010416,0.93594
-1.9852,0.0017359,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0060758,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.011284,0.93594
-1.9852,0.0069437,0.91254
-1.9852,0.0052078,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0095476,0.93594
-1.9852,0.0095476,0.91254
-1.9852,0.0095476,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0052078,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0086797,0.93594
-1.9852,0.0026039,0.91254
-1.9852,0.0043398,0.93594
-1.9852,0.0069437,0.93594
-1.9852,0.0052078,0.93594
